Names,Year,Total,Gender,Type
Jules,1987,0,Girl,Spain
Justina,1987,0,Girl,Spain
Luciana,1987,0,Girl,Spain
Mariana,1987,0,Girl,Spain
Miranda,1987,3,Girl,Spain
Renata,1987,0,Girl,Spain
Sage,1987,0,Girl,Spain
Salome,1987,0,Girl,Spain
Vera,1987,0,Girl,Spain
Noa,1987,0,Girl,Spain
Ivanna,1987,0,Girl,Spain
Alejandra,1987,0,Girl,Spain
Antonella,1987,0,Girl,Spain
Emma,1988,613,Girl,Spain
Emily,1988,74,Girl,Spain
Chloe,1988,52,Girl,Spain
Leah,1988,42,Girl,Spain
Mia,1988,3,Girl,Spain
Laura,1988,771,Girl,Spain
Nicole,1988,83,Girl,Spain
Eva,1988,18,Girl,Spain
Olivia,1988,42,Girl,Spain
Abigail,1988,7,Girl,Spain
Amelia,1988,7,Girl,Spain
Julia,1988,23,Girl,Spain
Zoe,1988,33,Girl,Spain
Maria,1988,198,Girl,Spain
Elizabeth,1988,177,Girl,Spain
Isabel,1988,3,Girl,Spain
Isabella,1988,4,Girl,Spain
Victoria,1988,78,Girl,Spain
Sara,1988,70,Girl,Spain
Clara,1988,16,Girl,Spain
Lara,1988,10,Girl,Spain
Alex,1988,0,Girl,Spain
Alicia,1988,11,Girl,Spain
Andrea,1988,95,Girl,Spain
Alana,1988,7,Girl,Spain
Natalia,1988,0,Girl,Spain
Sofia,1988,0,Girl,Spain
Carla,1988,19,Girl,Spain
Angel,1988,0,Girl,Spain
Lucia,1988,4,Girl,Spain
Emilia,1988,0,Girl,Spain
Elena,1988,7,Girl,Spain
Amanda,1988,216,Girl,Spain
Claudia,1988,9,Girl,Spain
Gabriela,1988,0,Girl,Spain
Lola,1988,0,Girl,Spain
Lia,1988,7,Girl,Spain
Samantha,1988,117,Girl,Spain
Ana,1988,0,Girl,Spain
Maia,1988,0,Girl,Spain
Paulina,1988,0,Girl,Spain
Alexa,1988,0,Girl,Spain
Martina,1988,91,Girl,Spain
Francesca,1988,5,Girl,Spain
Adriana,1988,0,Girl,Spain
Daniela,1988,0,Girl,Spain
Samara,1988,0,Girl,Spain
Elisa,1988,0,Girl,Spain
Luna,1988,0,Girl,Spain
Valeria,1988,0,Girl,Spain
Paula,1988,72,Girl,Spain
Bianca,1988,0,Girl,Spain
Antonia,1988,3,Girl,Spain
Ariana,1988,0,Girl,Spain
Carmen,1988,0,Girl,Spain
Regina,1988,35,Girl,Spain
Allison,1988,14,Girl,Spain
Alma,1988,12,Girl,Spain
Amalia,1988,0,Girl,Spain
Isadora,1988,0,Girl,Spain
Juliana,1988,0,Girl,Spain
Alba,1988,0,Girl,Spain
Amaia,1988,0,Girl,Spain
Aurora,1988,0,Girl,Spain
Celeste,1988,0,Girl,Spain
Luca,1988,0,Girl,Spain
Valentina,1988,0,Girl,Spain
Camila,1988,0,Girl,Spain
Catalina,1988,0,Girl,Spain
Dylan,1988,0,Girl,Spain
Jules,1988,0,Girl,Spain
Justina,1988,0,Girl,Spain
Luciana,1988,0,Girl,Spain
Mariana,1988,0,Girl,Spain
Miranda,1988,0,Girl,Spain
Renata,1988,0,Girl,Spain
Sage,1988,0,Girl,Spain
Salome,1988,0,Girl,Spain
Vera,1988,0,Girl,Spain
Noa,1988,0,Girl,Spain
Ivanna,1988,0,Girl,Spain
Alejandra,1988,0,Girl,Spain
Antonella,1988,0,Girl,Spain
Emma,1989,609,Girl,Spain
Emily,1989,71,Girl,Spain
Chloe,1989,72,Girl,Spain
Leah,1989,44,Girl,Spain
Mia,1989,0,Girl,Spain
Laura,1989,716,Girl,Spain
Nicole,1989,86,Girl,Spain
Eva,1989,29,Girl,Spain
Olivia,1989,37,Girl,Spain
Abigail,1989,11,Girl,Spain
Amelia,1989,0,Girl,Spain
Julia,1989,34,Girl,Spain
Zoe,1989,30,Girl,Spain
Maria,1989,153,Girl,Spain
Elizabeth,1989,201,Girl,Spain
Isabel,1989,4,Girl,Spain
Isabella,1989,0,Girl,Spain
Victoria,1989,59,Girl,Spain
Sara,1989,51,Girl,Spain
Clara,1989,25,Girl,Spain
Lara,1989,4,Girl,Spain
Alex,1989,0,Girl,Spain
Alicia,1989,10,Girl,Spain
Andrea,1989,70,Girl,Spain
Alana,1989,7,Girl,Spain
Natalia,1989,0,Girl,Spain
Sofia,1989,0,Girl,Spain
Carla,1989,27,Girl,Spain
Angel,1989,0,Girl,Spain
Lucia,1989,4,Girl,Spain
Emilia,1989,0,Girl,Spain
Elena,1989,0,Girl,Spain
Amanda,1989,198,Girl,Spain
Claudia,1989,5,Girl,Spain
Gabriela,1989,0,Girl,Spain
Lola,1989,0,Girl,Spain
Lia,1989,7,Girl,Spain
Samantha,1989,110,Girl,Spain
Ana,1989,0,Girl,Spain
Maia,1989,0,Girl,Spain
Paulina,1989,0,Girl,Spain
Alexa,1989,0,Girl,Spain
Martina,1989,87,Girl,Spain
Francesca,1989,3,Girl,Spain
Adriana,1989,0,Girl,Spain
Daniela,1989,0,Girl,Spain
Samara,1989,0,Girl,Spain
Elisa,1989,0,Girl,Spain
Luna,1989,0,Girl,Spain
Valeria,1989,0,Girl,Spain
Paula,1989,75,Girl,Spain
Bianca,1989,0,Girl,Spain
Antonia,1989,6,Girl,Spain
Ariana,1989,0,Girl,Spain
Carmen,1989,0,Girl,Spain
Regina,1989,21,Girl,Spain
Allison,1989,11,Girl,Spain
Alma,1989,11,Girl,Spain
Amalia,1989,0,Girl,Spain
Isadora,1989,0,Girl,Spain
Juliana,1989,0,Girl,Spain
Alba,1989,0,Girl,Spain
Amaia,1989,0,Girl,Spain
Aurora,1989,0,Girl,Spain
Celeste,1989,0,Girl,Spain
Luca,1989,0,Girl,Spain
Valentina,1989,0,Girl,Spain
Camila,1989,0,Girl,Spain
Catalina,1989,0,Girl,Spain
Dylan,1989,0,Girl,Spain
Jules,1989,0,Girl,Spain
Justina,1989,0,Girl,Spain
Luciana,1989,0,Girl,Spain
Mariana,1989,0,Girl,Spain
Miranda,1989,4,Girl,Spain
Renata,1989,0,Girl,Spain
Sage,1989,0,Girl,Spain
Salome,1989,0,Girl,Spain
Vera,1989,0,Girl,Spain
Noa,1989,0,Girl,Spain
Ivanna,1989,0,Girl,Spain
Alejandra,1989,0,Girl,Spain
Antonella,1989,0,Girl,Spain
Emma,1990,617,Girl,Spain
Emily,1990,73,Girl,Spain
Chloe,1990,97,Girl,Spain
Leah,1990,50,Girl,Spain
Mia,1990,0,Girl,Spain
Laura,1990,616,Girl,Spain
Nicole,1990,116,Girl,Spain
Eva,1990,30,Girl,Spain
Olivia,1990,40,Girl,Spain
Abigail,1990,6,Girl,Spain
Amelia,1990,4,Girl,Spain
Julia,1990,31,Girl,Spain
Zoe,1990,34,Girl,Spain
Maria,1990,165,Girl,Spain
Elizabeth,1990,199,Girl,Spain
Isabel,1990,4,Girl,Spain
Isabella,1990,0,Girl,Spain
Victoria,1990,74,Girl,Spain
Sara,1990,68,Girl,Spain
Clara,1990,27,Girl,Spain
Lara,1990,3,Girl,Spain
Alex,1990,4,Girl,Spain
Alicia,1990,12,Girl,Spain
Andrea,1990,88,Girl,Spain
Alana,1990,8,Girl,Spain
Natalia,1990,4,Girl,Spain
Sofia,1990,0,Girl,Spain
Carla,1990,36,Girl,Spain
Angel,1990,0,Girl,Spain
Lucia,1990,0,Girl,Spain
Emilia,1990,0,Girl,Spain
Elena,1990,0,Girl,Spain
Amanda,1990,186,Girl,Spain
Claudia,1990,11,Girl,Spain
Gabriela,1990,0,Girl,Spain
Lola,1990,0,Girl,Spain
Lia,1990,0,Girl,Spain
Samantha,1990,131,Girl,Spain
Ana,1990,0,Girl,Spain
Maia,1990,0,Girl,Spain
Paulina,1990,0,Girl,Spain
Alexa,1990,0,Girl,Spain
Martina,1990,65,Girl,Spain
Francesca,1990,12,Girl,Spain
Adriana,1990,0,Girl,Spain
Daniela,1990,3,Girl,Spain
Samara,1990,0,Girl,Spain
Elisa,1990,0,Girl,Spain
Luna,1990,0,Girl,Spain
Valeria,1990,0,Girl,Spain
Paula,1990,65,Girl,Spain
Bianca,1990,0,Girl,Spain
Antonia,1990,0,Girl,Spain
Ariana,1990,0,Girl,Spain
Carmen,1990,3,Girl,Spain
Regina,1990,19,Girl,Spain
Allison,1990,15,Girl,Spain
Alma,1990,7,Girl,Spain
Amalia,1990,0,Girl,Spain
Isadora,1990,0,Girl,Spain
Juliana,1990,0,Girl,Spain
Alba,1990,0,Girl,Spain
Amaia,1990,0,Girl,Spain
Aurora,1990,0,Girl,Spain
Celeste,1990,0,Girl,Spain
Luca,1990,0,Girl,Spain
Valentina,1990,0,Girl,Spain
Camila,1990,0,Girl,Spain
Catalina,1990,0,Girl,Spain
Dylan,1990,0,Girl,Spain
Jules,1990,0,Girl,Spain
Justina,1990,0,Girl,Spain
Luciana,1990,0,Girl,Spain
Mariana,1990,0,Girl,Spain
Miranda,1990,4,Girl,Spain
Renata,1990,0,Girl,Spain
Sage,1990,0,Girl,Spain
Salome,1990,0,Girl,Spain
Vera,1990,0,Girl,Spain
Noa,1990,0,Girl,Spain
Ivanna,1990,0,Girl,Spain
Alejandra,1990,0,Girl,Spain
Antonella,1990,0,Girl,Spain
Emma,1991,682,Girl,Spain
Emily,1991,106,Girl,Spain
Chloe,1991,124,Girl,Spain
Leah,1991,52,Girl,Spain
Mia,1991,0,Girl,Spain
Laura,1991,666,Girl,Spain
Nicole,1991,158,Girl,Spain
Eva,1991,39,Girl,Spain
Olivia,1991,74,Girl,Spain
Abigail,1991,10,Girl,Spain
Amelia,1991,4,Girl,Spain
Julia,1991,21,Girl,Spain
Zoe,1991,59,Girl,Spain
Maria,1991,160,Girl,Spain
Elizabeth,1991,145,Girl,Spain
Isabel,1991,9,Girl,Spain
Isabella,1991,0,Girl,Spain
Victoria,1991,81,Girl,Spain
Sara,1991,56,Girl,Spain
Clara,1991,42,Girl,Spain
Lara,1991,11,Girl,Spain
Alex,1991,0,Girl,Spain
Alicia,1991,11,Girl,Spain
Andrea,1991,63,Girl,Spain
Alana,1991,14,Girl,Spain
Natalia,1991,0,Girl,Spain
Sofia,1991,5,Girl,Spain
Carla,1991,31,Girl,Spain
Angel,1991,0,Girl,Spain
Lucia,1991,9,Girl,Spain
Emilia,1991,0,Girl,Spain
Elena,1991,3,Girl,Spain
Amanda,1991,151,Girl,Spain
Claudia,1991,9,Girl,Spain
Gabriela,1991,0,Girl,Spain
Lola,1991,0,Girl,Spain
Lia,1991,7,Girl,Spain
Samantha,1991,127,Girl,Spain
Ana,1991,0,Girl,Spain
Maia,1991,0,Girl,Spain
Paulina,1991,0,Girl,Spain
Alexa,1991,0,Girl,Spain
Martina,1991,51,Girl,Spain
Francesca,1991,6,Girl,Spain
Adriana,1991,0,Girl,Spain
Daniela,1991,3,Girl,Spain
Samara,1991,0,Girl,Spain
Elisa,1991,0,Girl,Spain
Luna,1991,0,Girl,Spain
Valeria,1991,0,Girl,Spain
Paula,1991,58,Girl,Spain
Bianca,1991,0,Girl,Spain
Antonia,1991,9,Girl,Spain
Ariana,1991,0,Girl,Spain
Carmen,1991,0,Girl,Spain
Regina,1991,14,Girl,Spain
Allison,1991,4,Girl,Spain
Alma,1991,7,Girl,Spain
Amalia,1991,0,Girl,Spain
Isadora,1991,0,Girl,Spain
Juliana,1991,0,Girl,Spain
Alba,1991,0,Girl,Spain
Amaia,1991,0,Girl,Spain
Aurora,1991,0,Girl,Spain
Celeste,1991,0,Girl,Spain
Luca,1991,0,Girl,Spain
Valentina,1991,0,Girl,Spain
Camila,1991,0,Girl,Spain
Catalina,1991,0,Girl,Spain
Dylan,1991,0,Girl,Spain
Jules,1991,0,Girl,Spain
Justina,1991,0,Girl,Spain
Luciana,1991,0,Girl,Spain
Mariana,1991,0,Girl,Spain
Miranda,1991,3,Girl,Spain
Renata,1991,0,Girl,Spain
Sage,1991,0,Girl,Spain
Salome,1991,0,Girl,Spain
Vera,1991,3,Girl,Spain
Noa,1991,0,Girl,Spain
Ivanna,1991,0,Girl,Spain
Alejandra,1991,0,Girl,Spain
Antonella,1991,0,Girl,Spain
Emma,1992,616,Girl,Spain
Emily,1992,120,Girl,Spain
Chloe,1992,142,Girl,Spain
Leah,1992,76,Girl,Spain
Mia,1992,4,Girl,Spain
Laura,1992,685,Girl,Spain
Nicole,1992,211,Girl,Spain
Eva,1992,36,Girl,Spain
Olivia,1992,73,Girl,Spain
Abigail,1992,5,Girl,Spain
Amelia,1992,3,Girl,Spain
Julia,1992,20,Girl,Spain
Zoe,1992,58,Girl,Spain
Maria,1992,122,Girl,Spain
Elizabeth,1992,147,Girl,Spain
Isabel,1992,13,Girl,Spain
Isabella,1992,4,Girl,Spain
Victoria,1992,45,Girl,Spain
Sara,1992,48,Girl,Spain
Clara,1992,34,Girl,Spain
Lara,1992,4,Girl,Spain
Alex,1992,3,Girl,Spain
Alicia,1992,21,Girl,Spain
Andrea,1992,68,Girl,Spain
Alana,1992,8,Girl,Spain
Natalia,1992,0,Girl,Spain
Sofia,1992,0,Girl,Spain
Carla,1992,19,Girl,Spain
Angel,1992,0,Girl,Spain
Lucia,1992,4,Girl,Spain
Emilia,1992,0,Girl,Spain
Elena,1992,7,Girl,Spain
Amanda,1992,137,Girl,Spain
Claudia,1992,11,Girl,Spain
Gabriela,1992,0,Girl,Spain
Lola,1992,0,Girl,Spain
Lia,1992,5,Girl,Spain
Samantha,1992,110,Girl,Spain
Ana,1992,0,Girl,Spain
Maia,1992,0,Girl,Spain
Paulina,1992,0,Girl,Spain
Alexa,1992,0,Girl,Spain
Martina,1992,44,Girl,Spain
Francesca,1992,8,Girl,Spain
Adriana,1992,0,Girl,Spain
Daniela,1992,0,Girl,Spain
Samara,1992,0,Girl,Spain
Elisa,1992,0,Girl,Spain
Luna,1992,0,Girl,Spain
Valeria,1992,0,Girl,Spain
Paula,1992,61,Girl,Spain
Bianca,1992,0,Girl,Spain
Antonia,1992,5,Girl,Spain
Ariana,1992,0,Girl,Spain
Carmen,1992,0,Girl,Spain
Regina,1992,15,Girl,Spain
Allison,1992,6,Girl,Spain
Alma,1992,4,Girl,Spain
Amalia,1992,0,Girl,Spain
Isadora,1992,0,Girl,Spain
Juliana,1992,0,Girl,Spain
Alba,1992,0,Girl,Spain
Amaia,1992,0,Girl,Spain
Aurora,1992,0,Girl,Spain
Celeste,1992,0,Girl,Spain
Luca,1992,0,Girl,Spain
Valentina,1992,0,Girl,Spain
Camila,1992,0,Girl,Spain
Catalina,1992,0,Girl,Spain
Dylan,1992,0,Girl,Spain
Jules,1992,0,Girl,Spain
Justina,1992,0,Girl,Spain
Luciana,1992,0,Girl,Spain
Mariana,1992,0,Girl,Spain
Miranda,1992,5,Girl,Spain
Renata,1992,0,Girl,Spain
Sage,1992,0,Girl,Spain
Salome,1992,0,Girl,Spain
Vera,1992,0,Girl,Spain
Noa,1992,0,Girl,Spain
Ivanna,1992,0,Girl,Spain
Alejandra,1992,0,Girl,Spain
Antonella,1992,0,Girl,Spain
Emma,1993,638,Girl,Spain
Emily,1993,137,Girl,Spain
Chloe,1993,167,Girl,Spain
Leah,1993,61,Girl,Spain
Mia,1993,0,Girl,Spain
Laura,1993,605,Girl,Spain
Nicole,1993,274,Girl,Spain
Eva,1993,38,Girl,Spain
Olivia,1993,42,Girl,Spain
Abigail,1993,16,Girl,Spain
Amelia,1993,10,Girl,Spain
Julia,1993,25,Girl,Spain
Zoe,1993,62,Girl,Spain
Maria,1993,120,Girl,Spain
Elizabeth,1993,152,Girl,Spain
Isabel,1993,7,Girl,Spain
Isabella,1993,3,Girl,Spain
Victoria,1993,54,Girl,Spain
Sara,1993,48,Girl,Spain
Clara,1993,42,Girl,Spain
Lara,1993,5,Girl,Spain
Alex,1993,7,Girl,Spain
Alicia,1993,13,Girl,Spain
Andrea,1993,50,Girl,Spain
Alana,1993,14,Girl,Spain
Natalia,1993,0,Girl,Spain
Sofia,1993,0,Girl,Spain
Carla,1993,27,Girl,Spain
Angel,1993,0,Girl,Spain
Lucia,1993,6,Girl,Spain
Emilia,1993,0,Girl,Spain
Elena,1993,9,Girl,Spain
Amanda,1993,109,Girl,Spain
Claudia,1993,15,Girl,Spain
Gabriela,1993,0,Girl,Spain
Lola,1993,0,Girl,Spain
Lia,1993,0,Girl,Spain
Samantha,1993,98,Girl,Spain
Ana,1993,0,Girl,Spain
Maia,1993,0,Girl,Spain
Paulina,1993,0,Girl,Spain
Alexa,1993,0,Girl,Spain
Martina,1993,51,Girl,Spain
Francesca,1993,6,Girl,Spain
Adriana,1993,0,Girl,Spain
Daniela,1993,0,Girl,Spain
Samara,1993,0,Girl,Spain
Elisa,1993,3,Girl,Spain
Luna,1993,0,Girl,Spain
Valeria,1993,0,Girl,Spain
Paula,1993,30,Girl,Spain
Bianca,1993,0,Girl,Spain
Antonia,1993,7,Girl,Spain
Ariana,1993,0,Girl,Spain
Carmen,1993,5,Girl,Spain
Regina,1993,13,Girl,Spain
Allison,1993,10,Girl,Spain
Alma,1993,0,Girl,Spain
Amalia,1993,0,Girl,Spain
Isadora,1993,0,Girl,Spain
Juliana,1993,4,Girl,Spain
Alba,1993,0,Girl,Spain
Amaia,1993,0,Girl,Spain
Aurora,1993,0,Girl,Spain
Celeste,1993,0,Girl,Spain
Luca,1993,0,Girl,Spain
Valentina,1993,0,Girl,Spain
Camila,1993,0,Girl,Spain
Catalina,1993,0,Girl,Spain
Dylan,1993,0,Girl,Spain
Jules,1993,0,Girl,Spain
Justina,1993,0,Girl,Spain
Luciana,1993,0,Girl,Spain
Mariana,1993,0,Girl,Spain
Miranda,1993,0,Girl,Spain
Renata,1993,0,Girl,Spain
Sage,1993,0,Girl,Spain
Salome,1993,0,Girl,Spain
Vera,1993,0,Girl,Spain
Noa,1993,0,Girl,Spain
Ivanna,1993,0,Girl,Spain
Alejandra,1993,0,Girl,Spain
Antonella,1993,0,Girl,Spain
Emma,1994,617,Girl,Spain
Emily,1994,141,Girl,Spain
Chloe,1994,232,Girl,Spain
Leah,1994,83,Girl,Spain
Mia,1994,4,Girl,Spain
Laura,1994,659,Girl,Spain
Nicole,1994,276,Girl,Spain
Eva,1994,39,Girl,Spain
Olivia,1994,56,Girl,Spain
Abigail,1994,17,Girl,Spain
Amelia,1994,12,Girl,Spain
Julia,1994,31,Girl,Spain
Zoe,1994,60,Girl,Spain
Maria,1994,106,Girl,Spain
Elizabeth,1994,127,Girl,Spain
Isabel,1994,10,Girl,Spain
Isabella,1994,5,Girl,Spain
Victoria,1994,57,Girl,Spain
Sara,1994,35,Girl,Spain
Clara,1994,30,Girl,Spain
Lara,1994,4,Girl,Spain
Alex,1994,10,Girl,Spain
Alicia,1994,3,Girl,Spain
Andrea,1994,47,Girl,Spain
Alana,1994,19,Girl,Spain
Natalia,1994,0,Girl,Spain
Sofia,1994,0,Girl,Spain
Carla,1994,26,Girl,Spain
Angel,1994,0,Girl,Spain
Lucia,1994,6,Girl,Spain
Emilia,1994,0,Girl,Spain
Elena,1994,3,Girl,Spain
Amanda,1994,97,Girl,Spain
Claudia,1994,15,Girl,Spain
Gabriela,1994,0,Girl,Spain
Lola,1994,0,Girl,Spain
Lia,1994,3,Girl,Spain
Samantha,1994,99,Girl,Spain
Ana,1994,0,Girl,Spain
Maia,1994,0,Girl,Spain
Paulina,1994,0,Girl,Spain
Alexa,1994,0,Girl,Spain
Martina,1994,43,Girl,Spain
Francesca,1994,3,Girl,Spain
Adriana,1994,0,Girl,Spain
Daniela,1994,0,Girl,Spain
Samara,1994,0,Girl,Spain
Elisa,1994,0,Girl,Spain
Luna,1994,0,Girl,Spain
Valeria,1994,0,Girl,Spain
Paula,1994,45,Girl,Spain
Bianca,1994,5,Girl,Spain
Antonia,1994,7,Girl,Spain
Ariana,1994,0,Girl,Spain
Carmen,1994,0,Girl,Spain
Regina,1994,12,Girl,Spain
Allison,1994,8,Girl,Spain
Alma,1994,0,Girl,Spain
Amalia,1994,0,Girl,Spain
Isadora,1994,0,Girl,Spain
Juliana,1994,0,Girl,Spain
Alba,1994,0,Girl,Spain
Amaia,1994,0,Girl,Spain
Aurora,1994,0,Girl,Spain
Celeste,1994,0,Girl,Spain
Luca,1994,0,Girl,Spain
Valentina,1994,0,Girl,Spain
Camila,1994,0,Girl,Spain
Catalina,1994,0,Girl,Spain
Dylan,1994,0,Girl,Spain
Jules,1994,0,Girl,Spain
Justina,1994,0,Girl,Spain
Luciana,1994,0,Girl,Spain
Mariana,1994,0,Girl,Spain
Miranda,1994,0,Girl,Spain
Renata,1994,0,Girl,Spain
Sage,1994,0,Girl,Spain
Salome,1994,0,Girl,Spain
Vera,1994,0,Girl,Spain
Noa,1994,0,Girl,Spain
Ivanna,1994,0,Girl,Spain
Alejandra,1994,0,Girl,Spain
Antonella,1994,0,Girl,Spain
Emma,1995,600,Girl,Spain
Emily,1995,152,Girl,Spain
Chloe,1995,215,Girl,Spain
Leah,1995,95,Girl,Spain
Mia,1995,4,Girl,Spain
Laura,1995,607,Girl,Spain
Nicole,1995,340,Girl,Spain
Eva,1995,45,Girl,Spain
Olivia,1995,52,Girl,Spain
Abigail,1995,18,Girl,Spain
Amelia,1995,11,Girl,Spain
Julia,1995,27,Girl,Spain
Zoe,1995,88,Girl,Spain
Maria,1995,112,Girl,Spain
Elizabeth,1995,129,Girl,Spain
Isabel,1995,9,Girl,Spain
Isabella,1995,3,Girl,Spain
Victoria,1995,57,Girl,Spain
Sara,1995,36,Girl,Spain
Clara,1995,43,Girl,Spain
Lara,1995,12,Girl,Spain
Alex,1995,0,Girl,Spain
Alicia,1995,12,Girl,Spain
Andrea,1995,53,Girl,Spain
Alana,1995,20,Girl,Spain
Natalia,1995,4,Girl,Spain
Sofia,1995,0,Girl,Spain
Carla,1995,25,Girl,Spain
Angel,1995,0,Girl,Spain
Lucia,1995,4,Girl,Spain
Emilia,1995,0,Girl,Spain
Elena,1995,7,Girl,Spain
Amanda,1995,78,Girl,Spain
Claudia,1995,26,Girl,Spain
Gabriela,1995,0,Girl,Spain
Lola,1995,0,Girl,Spain
Lia,1995,6,Girl,Spain
Samantha,1995,88,Girl,Spain
Ana,1995,0,Girl,Spain
Maia,1995,0,Girl,Spain
Paulina,1995,0,Girl,Spain
Alexa,1995,0,Girl,Spain
Martina,1995,31,Girl,Spain
Francesca,1995,10,Girl,Spain
Adriana,1995,0,Girl,Spain
Daniela,1995,0,Girl,Spain
Samara,1995,0,Girl,Spain
Elisa,1995,0,Girl,Spain
Luna,1995,0,Girl,Spain
Valeria,1995,0,Girl,Spain
Paula,1995,34,Girl,Spain
Bianca,1995,4,Girl,Spain
Antonia,1995,0,Girl,Spain
Ariana,1995,0,Girl,Spain
Carmen,1995,0,Girl,Spain
Regina,1995,10,Girl,Spain
Allison,1995,7,Girl,Spain
Alma,1995,0,Girl,Spain
Amalia,1995,0,Girl,Spain
Isadora,1995,0,Girl,Spain
Juliana,1995,0,Girl,Spain
Alba,1995,0,Girl,Spain
Amaia,1995,0,Girl,Spain
Aurora,1995,0,Girl,Spain
Celeste,1995,0,Girl,Spain
Luca,1995,0,Girl,Spain
Valentina,1995,0,Girl,Spain
Camila,1995,0,Girl,Spain
Catalina,1995,0,Girl,Spain
Dylan,1995,0,Girl,Spain
Jules,1995,0,Girl,Spain
Justina,1995,0,Girl,Spain
Luciana,1995,0,Girl,Spain
Mariana,1995,0,Girl,Spain
Miranda,1995,7,Girl,Spain
Renata,1995,0,Girl,Spain
Sage,1995,0,Girl,Spain
Salome,1995,0,Girl,Spain
Vera,1995,0,Girl,Spain
Noa,1995,0,Girl,Spain
Ivanna,1995,0,Girl,Spain
Alejandra,1995,0,Girl,Spain
Antonella,1995,0,Girl,Spain
Emma,1996,617,Girl,Spain
Emily,1996,190,Girl,Spain
Chloe,1996,421,Girl,Spain
Leah,1996,167,Girl,Spain
Mia,1996,7,Girl,Spain
Laura,1996,577,Girl,Spain
Nicole,1996,358,Girl,Spain
Eva,1996,65,Girl,Spain
Olivia,1996,50,Girl,Spain
Abigail,1996,36,Girl,Spain
Amelia,1996,5,Girl,Spain
Julia,1996,33,Girl,Spain
Zoe,1996,94,Girl,Spain
Maria,1996,100,Girl,Spain
Elizabeth,1996,133,Girl,Spain
Isabel,1996,11,Girl,Spain
Isabella,1996,9,Girl,Spain
Victoria,1996,47,Girl,Spain
Sara,1996,40,Girl,Spain
Clara,1996,43,Girl,Spain
Lara,1996,14,Girl,Spain
Alex,1996,6,Girl,Spain
Alicia,1996,17,Girl,Spain
Andrea,1996,41,Girl,Spain
Alana,1996,31,Girl,Spain
Natalia,1996,0,Girl,Spain
Sofia,1996,0,Girl,Spain
Carla,1996,37,Girl,Spain
Angel,1996,0,Girl,Spain
Lucia,1996,4,Girl,Spain
Emilia,1996,0,Girl,Spain
Elena,1996,9,Girl,Spain
Amanda,1996,63,Girl,Spain
Claudia,1996,30,Girl,Spain
Gabriela,1996,0,Girl,Spain
Lola,1996,0,Girl,Spain
Lia,1996,6,Girl,Spain
Samantha,1996,69,Girl,Spain
Ana,1996,3,Girl,Spain
Maia,1996,0,Girl,Spain
Paulina,1996,0,Girl,Spain
Alexa,1996,0,Girl,Spain
Martina,1996,27,Girl,Spain
Francesca,1996,3,Girl,Spain
Adriana,1996,0,Girl,Spain
Daniela,1996,0,Girl,Spain
Samara,1996,0,Girl,Spain
Elisa,1996,0,Girl,Spain
Luna,1996,0,Girl,Spain
Valeria,1996,0,Girl,Spain
Paula,1996,33,Girl,Spain
Bianca,1996,5,Girl,Spain
Antonia,1996,6,Girl,Spain
Ariana,1996,0,Girl,Spain
Carmen,1996,0,Girl,Spain
Regina,1996,13,Girl,Spain
Allison,1996,10,Girl,Spain
Alma,1996,3,Girl,Spain
Amalia,1996,0,Girl,Spain
Isadora,1996,0,Girl,Spain
Juliana,1996,0,Girl,Spain
Alba,1996,0,Girl,Spain
Amaia,1996,0,Girl,Spain
Aurora,1996,0,Girl,Spain
Celeste,1996,0,Girl,Spain
Luca,1996,0,Girl,Spain
Valentina,1996,0,Girl,Spain
Camila,1996,0,Girl,Spain
Catalina,1996,0,Girl,Spain
Dylan,1996,0,Girl,Spain
Jules,1996,0,Girl,Spain
Justina,1996,0,Girl,Spain
Luciana,1996,0,Girl,Spain
Mariana,1996,0,Girl,Spain
Miranda,1996,3,Girl,Spain
Renata,1996,0,Girl,Spain
Sage,1996,0,Girl,Spain
Salome,1996,0,Girl,Spain
Vera,1996,0,Girl,Spain
Noa,1996,0,Girl,Spain
Ivanna,1996,0,Girl,Spain
Alejandra,1996,0,Girl,Spain
Antonella,1996,0,Girl,Spain
Emma,1997,623,Girl,Spain
Emily,1997,225,Girl,Spain
Chloe,1997,510,Girl,Spain
Leah,1997,185,Girl,Spain
Mia,1997,11,Girl,Spain
Laura,1997,501,Girl,Spain
Nicole,1997,322,Girl,Spain
Eva,1997,80,Girl,Spain
Olivia,1997,48,Girl,Spain
Abigail,1997,33,Girl,Spain
Amelia,1997,3,Girl,Spain
Julia,1997,22,Girl,Spain
Zoe,1997,132,Girl,Spain
Maria,1997,118,Girl,Spain
Elizabeth,1997,151,Girl,Spain
Isabel,1997,18,Girl,Spain
Isabella,1997,7,Girl,Spain
Victoria,1997,39,Girl,Spain
Sara,1997,46,Girl,Spain
Clara,1997,49,Girl,Spain
Lara,1997,18,Girl,Spain
Alex,1997,13,Girl,Spain
Alicia,1997,15,Girl,Spain
Andrea,1997,42,Girl,Spain
Alana,1997,44,Girl,Spain
Natalia,1997,0,Girl,Spain
Sofia,1997,7,Girl,Spain
Carla,1997,42,Girl,Spain
Angel,1997,5,Girl,Spain
Lucia,1997,3,Girl,Spain
Emilia,1997,0,Girl,Spain
Elena,1997,7,Girl,Spain
Amanda,1997,49,Girl,Spain
