Names,Year,Total,Gender,Type
Enzo,1973,0,Boy,Spain
Manuel,1973,0,Boy,Spain
Mateo,1973,0,Boy,Spain
Rodrigo,1973,0,Boy,Spain
Andrea,1973,0,Boy,Spain
Angel,1973,0,Boy,Spain
Bastian,1973,0,Boy,Spain
Javier,1973,0,Boy,Spain
Joaquin,1973,0,Boy,Spain
Jules,1973,0,Boy,Spain
Matias,1973,0,Boy,Spain
Noa,1973,0,Boy,Spain
Pablo,1973,0,Boy,Spain
Santiago,1973,0,Boy,Spain
Valentin,1973,0,Boy,Spain
Valentine,1973,11,Boy,Spain
Emilio,1973,0,Boy,Spain
Francisco,1973,0,Boy,Spain
Thiago,1973,0,Boy,Spain
Valentino,1973,0,Boy,Spain
Alvaro,1973,0,Boy,Spain
Gael,1973,0,Boy,Spain
Jorge,1973,0,Boy,Spain
Maximo,1973,0,Boy,Spain
Santino,1973,0,Boy,Spain
Daniel,1974,268,Boy,Spain
Dylan,1974,13,Boy,Spain
Aaron,1974,21,Boy,Spain
Matthew,1974,102,Boy,Spain
David,1974,1263,Boy,Spain
Alex,1974,3,Boy,Spain
Liam,1974,182,Boy,Spain
Samuel,1974,22,Boy,Spain
Ethan,1974,0,Boy,Spain
Noah,1974,0,Boy,Spain
Alexander,1974,30,Boy,Spain
Benjamin,1974,13,Boy,Spain
Christopher,1974,268,Boy,Spain
Alan,1974,656,Boy,Spain
Martin,1974,579,Boy,Spain
Leon,1974,10,Boy,Spain
Oliver,1974,78,Boy,Spain
Leo,1974,25,Boy,Spain
Lucas,1974,0,Boy,Spain
Jacob,1974,0,Boy,Spain
Tomas,1974,27,Boy,Spain
Isaac,1974,0,Boy,Spain
Luca,1974,0,Boy,Spain
Sebastian,1974,0,Boy,Spain
Simon,1974,88,Boy,Spain
Caleb,1974,0,Boy,Spain
Adrian,1974,219,Boy,Spain
Ian,1974,239,Boy,Spain
Gabriel,1974,20,Boy,Spain
Hugo,1974,3,Boy,Spain
Emmanuel,1974,5,Boy,Spain
Nicolas,1974,0,Boy,Spain
Marco,1974,0,Boy,Spain
Milo,1974,0,Boy,Spain
Diego,1974,0,Boy,Spain
Mario,1974,0,Boy,Spain
Antonio,1974,0,Boy,Spain
Leonardo,1974,0,Boy,Spain
Julian,1974,20,Boy,Spain
Marcos,1974,0,Boy,Spain
Miguel,1974,0,Boy,Spain
Pedro,1974,0,Boy,Spain
Damian,1974,154,Boy,Spain
Carlos,1974,0,Boy,Spain
Elias,1974,0,Boy,Spain
Luis,1974,0,Boy,Spain
Rafael,1974,0,Boy,Spain
Salvador,1974,0,Boy,Spain
Axel,1974,0,Boy,Spain
Bruno,1974,0,Boy,Spain
Juan,1974,0,Boy,Spain
Lorenzo,1974,0,Boy,Spain
Alejandro,1974,0,Boy,Spain
Dante,1974,0,Boy,Spain
Felipe,1974,0,Boy,Spain
Eduardo,1974,0,Boy,Spain
Enzo,1974,0,Boy,Spain
Manuel,1974,0,Boy,Spain
Mateo,1974,0,Boy,Spain
Rodrigo,1974,0,Boy,Spain
Andrea,1974,0,Boy,Spain
Angel,1974,0,Boy,Spain
Bastian,1974,0,Boy,Spain
Javier,1974,0,Boy,Spain
Joaquin,1974,0,Boy,Spain
Jules,1974,0,Boy,Spain
Matias,1974,0,Boy,Spain
Noa,1974,0,Boy,Spain
Pablo,1974,0,Boy,Spain
Santiago,1974,0,Boy,Spain
Valentin,1974,0,Boy,Spain
Valentine,1974,10,Boy,Spain
Emilio,1974,0,Boy,Spain
Francisco,1974,0,Boy,Spain
Thiago,1974,0,Boy,Spain
Valentino,1974,0,Boy,Spain
Alvaro,1974,0,Boy,Spain
Gael,1974,0,Boy,Spain
Jorge,1974,0,Boy,Spain
Maximo,1974,0,Boy,Spain
Santino,1974,0,Boy,Spain
Daniel,1975,304,Boy,Spain
Dylan,1975,9,Boy,Spain
Aaron,1975,30,Boy,Spain
Matthew,1975,87,Boy,Spain
David,1975,1360,Boy,Spain
Alex,1975,3,Boy,Spain
Liam,1975,142,Boy,Spain
Samuel,1975,25,Boy,Spain
Ethan,1975,0,Boy,Spain
Noah,1975,0,Boy,Spain
Alexander,1975,27,Boy,Spain
Benjamin,1975,10,Boy,Spain
Christopher,1975,223,Boy,Spain
Alan,1975,747,Boy,Spain
Martin,1975,548,Boy,Spain
Leon,1975,9,Boy,Spain
Oliver,1975,537,Boy,Spain
Leo,1975,23,Boy,Spain
Lucas,1975,0,Boy,Spain
Jacob,1975,0,Boy,Spain
Tomas,1975,20,Boy,Spain
Isaac,1975,0,Boy,Spain
Luca,1975,0,Boy,Spain
Sebastian,1975,0,Boy,Spain
Simon,1975,147,Boy,Spain
Caleb,1975,0,Boy,Spain
Adrian,1975,237,Boy,Spain
Ian,1975,245,Boy,Spain
Gabriel,1975,21,Boy,Spain
Hugo,1975,0,Boy,Spain
Emmanuel,1975,4,Boy,Spain
Nicolas,1975,0,Boy,Spain
Marco,1975,0,Boy,Spain
Milo,1975,0,Boy,Spain
Diego,1975,0,Boy,Spain
Mario,1975,3,Boy,Spain
Antonio,1975,3,Boy,Spain
Leonardo,1975,0,Boy,Spain
Julian,1975,22,Boy,Spain
Marcos,1975,0,Boy,Spain
Miguel,1975,0,Boy,Spain
Pedro,1975,0,Boy,Spain
Damian,1975,157,Boy,Spain
Carlos,1975,0,Boy,Spain
Elias,1975,0,Boy,Spain
Luis,1975,0,Boy,Spain
Rafael,1975,0,Boy,Spain
Salvador,1975,0,Boy,Spain
Axel,1975,0,Boy,Spain
Bruno,1975,0,Boy,Spain
Juan,1975,0,Boy,Spain
Lorenzo,1975,0,Boy,Spain
Alejandro,1975,0,Boy,Spain
Dante,1975,0,Boy,Spain
Felipe,1975,0,Boy,Spain
Eduardo,1975,0,Boy,Spain
Enzo,1975,0,Boy,Spain
Manuel,1975,0,Boy,Spain
Mateo,1975,0,Boy,Spain
Rodrigo,1975,0,Boy,Spain
Andrea,1975,0,Boy,Spain
Angel,1975,0,Boy,Spain
Bastian,1975,0,Boy,Spain
Javier,1975,0,Boy,Spain
Joaquin,1975,0,Boy,Spain
Jules,1975,0,Boy,Spain
Matias,1975,0,Boy,Spain
Noa,1975,0,Boy,Spain
Pablo,1975,0,Boy,Spain
Santiago,1975,0,Boy,Spain
Valentin,1975,0,Boy,Spain
Valentine,1975,9,Boy,Spain
Emilio,1975,0,Boy,Spain
Francisco,1975,0,Boy,Spain
Thiago,1975,0,Boy,Spain
Valentino,1975,0,Boy,Spain
Alvaro,1975,0,Boy,Spain
Gael,1975,0,Boy,Spain
Jorge,1975,0,Boy,Spain
Maximo,1975,0,Boy,Spain
Santino,1975,0,Boy,Spain
Daniel,1976,309,Boy,Spain
Dylan,1976,9,Boy,Spain
Aaron,1976,30,Boy,Spain
Matthew,1976,106,Boy,Spain
David,1976,1478,Boy,Spain
Alex,1976,6,Boy,Spain
Liam,1976,172,Boy,Spain
Samuel,1976,15,Boy,Spain
Ethan,1976,0,Boy,Spain
Noah,1976,0,Boy,Spain
Alexander,1976,23,Boy,Spain
Benjamin,1976,13,Boy,Spain
Christopher,1976,215,Boy,Spain
Alan,1976,718,Boy,Spain
Martin,1976,520,Boy,Spain
Leon,1976,14,Boy,Spain
Oliver,1976,255,Boy,Spain
Leo,1976,26,Boy,Spain
Lucas,1976,0,Boy,Spain
Jacob,1976,0,Boy,Spain
Tomas,1976,18,Boy,Spain
Isaac,1976,3,Boy,Spain
Luca,1976,0,Boy,Spain
Sebastian,1976,0,Boy,Spain
Simon,1976,147,Boy,Spain
Caleb,1976,0,Boy,Spain
Adrian,1976,222,Boy,Spain
Ian,1976,287,Boy,Spain
Gabriel,1976,21,Boy,Spain
Hugo,1976,3,Boy,Spain
Emmanuel,1976,3,Boy,Spain
Nicolas,1976,0,Boy,Spain
Marco,1976,3,Boy,Spain
Milo,1976,0,Boy,Spain
Diego,1976,0,Boy,Spain
Mario,1976,0,Boy,Spain
Antonio,1976,5,Boy,Spain
Leonardo,1976,0,Boy,Spain
Julian,1976,10,Boy,Spain
Marcos,1976,0,Boy,Spain
Miguel,1976,0,Boy,Spain
Pedro,1976,0,Boy,Spain
Damian,1976,153,Boy,Spain
Carlos,1976,0,Boy,Spain
Elias,1976,0,Boy,Spain
Luis,1976,0,Boy,Spain
Rafael,1976,0,Boy,Spain
Salvador,1976,0,Boy,Spain
Axel,1976,0,Boy,Spain
Bruno,1976,0,Boy,Spain
Juan,1976,0,Boy,Spain
Lorenzo,1976,0,Boy,Spain
Alejandro,1976,0,Boy,Spain
Dante,1976,0,Boy,Spain
Felipe,1976,0,Boy,Spain
Eduardo,1976,0,Boy,Spain
Enzo,1976,0,Boy,Spain
Manuel,1976,0,Boy,Spain
Mateo,1976,0,Boy,Spain
Rodrigo,1976,0,Boy,Spain
Andrea,1976,0,Boy,Spain
Angel,1976,0,Boy,Spain
Bastian,1976,0,Boy,Spain
Javier,1976,0,Boy,Spain
Joaquin,1976,0,Boy,Spain
Jules,1976,0,Boy,Spain
Matias,1976,0,Boy,Spain
Noa,1976,0,Boy,Spain
Pablo,1976,0,Boy,Spain
Santiago,1976,0,Boy,Spain
Valentin,1976,0,Boy,Spain
Valentine,1976,6,Boy,Spain
Emilio,1976,0,Boy,Spain
Francisco,1976,0,Boy,Spain
Thiago,1976,0,Boy,Spain
Valentino,1976,0,Boy,Spain
Alvaro,1976,0,Boy,Spain
Gael,1976,0,Boy,Spain
Jorge,1976,0,Boy,Spain
Maximo,1976,0,Boy,Spain
Santino,1976,0,Boy,Spain
Daniel,1977,316,Boy,Spain
Dylan,1977,12,Boy,Spain
Aaron,1977,55,Boy,Spain
Matthew,1977,92,Boy,Spain
David,1977,1571,Boy,Spain
Alex,1977,0,Boy,Spain
Liam,1977,175,Boy,Spain
Samuel,1977,17,Boy,Spain
Ethan,1977,0,Boy,Spain
Noah,1977,0,Boy,Spain
Alexander,1977,20,Boy,Spain
Benjamin,1977,18,Boy,Spain
Christopher,1977,225,Boy,Spain
Alan,1977,679,Boy,Spain
Martin,1977,535,Boy,Spain
Leon,1977,9,Boy,Spain
Oliver,1977,102,Boy,Spain
Leo,1977,20,Boy,Spain
Lucas,1977,0,Boy,Spain
Jacob,1977,0,Boy,Spain
Tomas,1977,28,Boy,Spain
Isaac,1977,0,Boy,Spain
Luca,1977,0,Boy,Spain
Sebastian,1977,0,Boy,Spain
Simon,1977,135,Boy,Spain
Caleb,1977,0,Boy,Spain
Adrian,1977,219,Boy,Spain
Ian,1977,314,Boy,Spain
Gabriel,1977,10,Boy,Spain
Hugo,1977,6,Boy,Spain
Emmanuel,1977,0,Boy,Spain
Nicolas,1977,0,Boy,Spain
Marco,1977,0,Boy,Spain
Milo,1977,0,Boy,Spain
Diego,1977,0,Boy,Spain
Mario,1977,0,Boy,Spain
Antonio,1977,0,Boy,Spain
Leonardo,1977,0,Boy,Spain
Julian,1977,9,Boy,Spain
Marcos,1977,0,Boy,Spain
Miguel,1977,0,Boy,Spain
Pedro,1977,0,Boy,Spain
Damian,1977,146,Boy,Spain
Carlos,1977,0,Boy,Spain
Elias,1977,0,Boy,Spain
Luis,1977,0,Boy,Spain
Rafael,1977,0,Boy,Spain
Salvador,1977,0,Boy,Spain
Axel,1977,0,Boy,Spain
Bruno,1977,0,Boy,Spain
Juan,1977,0,Boy,Spain
Lorenzo,1977,0,Boy,Spain
Alejandro,1977,0,Boy,Spain
Dante,1977,0,Boy,Spain
Felipe,1977,0,Boy,Spain
Eduardo,1977,0,Boy,Spain
Enzo,1977,0,Boy,Spain
Manuel,1977,0,Boy,Spain
Mateo,1977,0,Boy,Spain
Rodrigo,1977,0,Boy,Spain
Andrea,1977,0,Boy,Spain
Angel,1977,0,Boy,Spain
Bastian,1977,0,Boy,Spain
Javier,1977,0,Boy,Spain
Joaquin,1977,0,Boy,Spain
Jules,1977,0,Boy,Spain
Matias,1977,0,Boy,Spain
Noa,1977,0,Boy,Spain
Pablo,1977,0,Boy,Spain
Santiago,1977,0,Boy,Spain
Valentin,1977,0,Boy,Spain
Valentine,1977,8,Boy,Spain
Emilio,1977,0,Boy,Spain
Francisco,1977,0,Boy,Spain
Thiago,1977,0,Boy,Spain
Valentino,1977,0,Boy,Spain
Alvaro,1977,0,Boy,Spain
Gael,1977,0,Boy,Spain
Jorge,1977,0,Boy,Spain
Maximo,1977,0,Boy,Spain
Santino,1977,0,Boy,Spain
Daniel,1978,322,Boy,Spain
Dylan,1978,14,Boy,Spain
Aaron,1978,49,Boy,Spain
Matthew,1978,111,Boy,Spain
David,1978,1637,Boy,Spain
Alex,1978,5,Boy,Spain
Liam,1978,177,Boy,Spain
Samuel,1978,26,Boy,Spain
Ethan,1978,0,Boy,Spain
Noah,1978,0,Boy,Spain
Alexander,1978,27,Boy,Spain
Benjamin,1978,15,Boy,Spain
Christopher,1978,206,Boy,Spain
Alan,1978,674,Boy,Spain
Martin,1978,536,Boy,Spain
Leon,1978,25,Boy,Spain
Oliver,1978,84,Boy,Spain
Leo,1978,28,Boy,Spain
Lucas,1978,0,Boy,Spain
Jacob,1978,0,Boy,Spain
Tomas,1978,24,Boy,Spain
Isaac,1978,0,Boy,Spain
Luca,1978,0,Boy,Spain
Sebastian,1978,0,Boy,Spain
Simon,1978,133,Boy,Spain
Caleb,1978,0,Boy,Spain
Adrian,1978,227,Boy,Spain
Ian,1978,264,Boy,Spain
Gabriel,1978,17,Boy,Spain
Hugo,1978,3,Boy,Spain
Emmanuel,1978,3,Boy,Spain
Nicolas,1978,0,Boy,Spain
Marco,1978,8,Boy,Spain
Milo,1978,0,Boy,Spain
Diego,1978,0,Boy,Spain
Mario,1978,0,Boy,Spain
Antonio,1978,3,Boy,Spain
Leonardo,1978,0,Boy,Spain
Julian,1978,15,Boy,Spain
Marcos,1978,0,Boy,Spain
Miguel,1978,0,Boy,Spain
Pedro,1978,0,Boy,Spain
Damian,1978,136,Boy,Spain
Carlos,1978,4,Boy,Spain
Elias,1978,0,Boy,Spain
Luis,1978,0,Boy,Spain
Rafael,1978,0,Boy,Spain
Salvador,1978,0,Boy,Spain
Axel,1978,0,Boy,Spain
Bruno,1978,0,Boy,Spain
Juan,1978,0,Boy,Spain
Lorenzo,1978,0,Boy,Spain
Alejandro,1978,0,Boy,Spain
Dante,1978,0,Boy,Spain
Felipe,1978,0,Boy,Spain
Eduardo,1978,0,Boy,Spain
Enzo,1978,0,Boy,Spain
Manuel,1978,0,Boy,Spain
Mateo,1978,0,Boy,Spain
Rodrigo,1978,0,Boy,Spain
Andrea,1978,0,Boy,Spain
Angel,1978,0,Boy,Spain
Bastian,1978,0,Boy,Spain
Javier,1978,0,Boy,Spain
Joaquin,1978,0,Boy,Spain
Jules,1978,0,Boy,Spain
Matias,1978,0,Boy,Spain
Noa,1978,0,Boy,Spain
Pablo,1978,0,Boy,Spain
Santiago,1978,0,Boy,Spain
Valentin,1978,0,Boy,Spain
Valentine,1978,3,Boy,Spain
Emilio,1978,0,Boy,Spain
Francisco,1978,0,Boy,Spain
Thiago,1978,0,Boy,Spain
Valentino,1978,0,Boy,Spain
Alvaro,1978,0,Boy,Spain
Gael,1978,0,Boy,Spain
Jorge,1978,0,Boy,Spain
Maximo,1978,0,Boy,Spain
Santino,1978,0,Boy,Spain
Daniel,1979,350,Boy,Spain
Dylan,1979,15,Boy,Spain
Aaron,1979,56,Boy,Spain
Matthew,1979,98,Boy,Spain
David,1979,1695,Boy,Spain
Alex,1979,4,Boy,Spain
Liam,1979,187,Boy,Spain
Samuel,1979,28,Boy,Spain
Ethan,1979,0,Boy,Spain
Noah,1979,0,Boy,Spain
Alexander,1979,22,Boy,Spain
Benjamin,1979,27,Boy,Spain
Christopher,1979,249,Boy,Spain
Alan,1979,735,Boy,Spain
Martin,1979,502,Boy,Spain
Leon,1979,24,Boy,Spain
Oliver,1979,68,Boy,Spain
Leo,1979,17,Boy,Spain
Lucas,1979,3,Boy,Spain
Jacob,1979,0,Boy,Spain
Tomas,1979,24,Boy,Spain
Isaac,1979,0,Boy,Spain
Luca,1979,0,Boy,Spain
Sebastian,1979,3,Boy,Spain
Simon,1979,153,Boy,Spain
Caleb,1979,0,Boy,Spain
Adrian,1979,205,Boy,Spain
Ian,1979,273,Boy,Spain
Gabriel,1979,14,Boy,Spain
Hugo,1979,7,Boy,Spain
Emmanuel,1979,0,Boy,Spain
Nicolas,1979,0,Boy,Spain
Marco,1979,0,Boy,Spain
Milo,1979,0,Boy,Spain
Diego,1979,0,Boy,Spain
Mario,1979,0,Boy,Spain
Antonio,1979,0,Boy,Spain
Leonardo,1979,0,Boy,Spain
Julian,1979,13,Boy,Spain
Marcos,1979,0,Boy,Spain
Miguel,1979,0,Boy,Spain
Pedro,1979,0,Boy,Spain
Damian,1979,117,Boy,Spain
Carlos,1979,0,Boy,Spain
Elias,1979,0,Boy,Spain
Luis,1979,0,Boy,Spain
Rafael,1979,0,Boy,Spain
Salvador,1979,0,Boy,Spain
Axel,1979,0,Boy,Spain
Bruno,1979,0,Boy,Spain
Juan,1979,0,Boy,Spain
Lorenzo,1979,0,Boy,Spain
Alejandro,1979,0,Boy,Spain
Dante,1979,0,Boy,Spain
Felipe,1979,0,Boy,Spain
Eduardo,1979,0,Boy,Spain
Enzo,1979,0,Boy,Spain
Manuel,1979,0,Boy,Spain
Mateo,1979,0,Boy,Spain
Rodrigo,1979,0,Boy,Spain
Andrea,1979,0,Boy,Spain
Angel,1979,0,Boy,Spain
Bastian,1979,0,Boy,Spain
Javier,1979,0,Boy,Spain
Joaquin,1979,0,Boy,Spain
Jules,1979,0,Boy,Spain
Matias,1979,0,Boy,Spain
Noa,1979,0,Boy,Spain
Pablo,1979,0,Boy,Spain
Santiago,1979,0,Boy,Spain
Valentin,1979,0,Boy,Spain
Valentine,1979,3,Boy,Spain
Emilio,1979,0,Boy,Spain
Francisco,1979,0,Boy,Spain
Thiago,1979,0,Boy,Spain
Valentino,1979,0,Boy,Spain
Alvaro,1979,0,Boy,Spain
Gael,1979,0,Boy,Spain
Jorge,1979,0,Boy,Spain
Maximo,1979,0,Boy,Spain
Santino,1979,0,Boy,Spain
Daniel,1980,373,Boy,Spain
Dylan,1980,21,Boy,Spain
Aaron,1980,56,Boy,Spain
Matthew,1980,110,Boy,Spain
David,1980,1740,Boy,Spain
Alex,1980,4,Boy,Spain
Liam,1980,231,Boy,Spain
Samuel,1980,23,Boy,Spain
Ethan,1980,0,Boy,Spain
Noah,1980,0,Boy,Spain
Alexander,1980,31,Boy,Spain
Benjamin,1980,9,Boy,Spain
Christopher,1980,255,Boy,Spain
Alan,1980,815,Boy,Spain
Martin,1980,506,Boy,Spain
Leon,1980,21,Boy,Spain
Oliver,1980,70,Boy,Spain
Leo,1980,21,Boy,Spain
Lucas,1980,0,Boy,Spain
Jacob,1980,3,Boy,Spain
Tomas,1980,44,Boy,Spain
Isaac,1980,0,Boy,Spain
Luca,1980,0,Boy,Spain
Sebastian,1980,0,Boy,Spain
Simon,1980,163,Boy,Spain
Caleb,1980,0,Boy,Spain
Adrian,1980,169,Boy,Spain
Ian,1980,271,Boy,Spain
Gabriel,1980,11,Boy,Spain
Hugo,1980,3,Boy,Spain
Emmanuel,1980,3,Boy,Spain
Nicolas,1980,3,Boy,Spain
Marco,1980,0,Boy,Spain
Milo,1980,0,Boy,Spain
Diego,1980,3,Boy,Spain
Mario,1980,0,Boy,Spain
Antonio,1980,4,Boy,Spain
Leonardo,1980,0,Boy,Spain
Julian,1980,14,Boy,Spain
Marcos,1980,0,Boy,Spain
Miguel,1980,0,Boy,Spain
Pedro,1980,0,Boy,Spain
Damian,1980,136,Boy,Spain
Carlos,1980,3,Boy,Spain
Elias,1980,0,Boy,Spain
Luis,1980,0,Boy,Spain
Rafael,1980,0,Boy,Spain
Salvador,1980,0,Boy,Spain
Axel,1980,0,Boy,Spain
Bruno,1980,0,Boy,Spain
Juan,1980,0,Boy,Spain
Lorenzo,1980,0,Boy,Spain
Alejandro,1980,0,Boy,Spain
Dante,1980,0,Boy,Spain
Felipe,1980,0,Boy,Spain
Eduardo,1980,0,Boy,Spain
Enzo,1980,0,Boy,Spain
Manuel,1980,0,Boy,Spain
Mateo,1980,0,Boy,Spain
Rodrigo,1980,0,Boy,Spain
Andrea,1980,0,Boy,Spain
Angel,1980,0,Boy,Spain
Bastian,1980,0,Boy,Spain
Javier,1980,0,Boy,Spain
Joaquin,1980,0,Boy,Spain
Jules,1980,0,Boy,Spain
Matias,1980,0,Boy,Spain
Noa,1980,0,Boy,Spain
Pablo,1980,0,Boy,Spain
Santiago,1980,0,Boy,Spain
Valentin,1980,0,Boy,Spain
Valentine,1980,0,Boy,Spain
Emilio,1980,0,Boy,Spain
Francisco,1980,0,Boy,Spain
Thiago,1980,0,Boy,Spain
Valentino,1980,0,Boy,Spain
Alvaro,1980,0,Boy,Spain
Gael,1980,0,Boy,Spain
Jorge,1980,0,Boy,Spain
Maximo,1980,0,Boy,Spain
Santino,1980,0,Boy,Spain
Daniel,1981,431,Boy,Spain
Dylan,1981,20,Boy,Spain
Aaron,1981,62,Boy,Spain
Matthew,1981,114,Boy,Spain
David,1981,1633,Boy,Spain
Alex,1981,10,Boy,Spain
Liam,1981,197,Boy,Spain
Samuel,1981,29,Boy,Spain
Ethan,1981,0,Boy,Spain
Noah,1981,0,Boy,Spain
Alexander,1981,31,Boy,Spain
Benjamin,1981,15,Boy,Spain
Christopher,1981,276,Boy,Spain
Alan,1981,785,Boy,Spain
Martin,1981,501,Boy,Spain
Leon,1981,31,Boy,Spain
Oliver,1981,61,Boy,Spain
Leo,1981,24,Boy,Spain
Lucas,1981,0,Boy,Spain
Jacob,1981,3,Boy,Spain
Tomas,1981,49,Boy,Spain
Isaac,1981,0,Boy,Spain
Luca,1981,0,Boy,Spain
Sebastian,1981,0,Boy,Spain
Simon,1981,144,Boy,Spain
Caleb,1981,0,Boy,Spain
Adrian,1981,151,Boy,Spain
Ian,1981,239,Boy,Spain
Gabriel,1981,12,Boy,Spain
Hugo,1981,5,Boy,Spain
Emmanuel,1981,3,Boy,Spain
Nicolas,1981,0,Boy,Spain
Marco,1981,3,Boy,Spain
Milo,1981,0,Boy,Spain
Diego,1981,0,Boy,Spain
Mario,1981,0,Boy,Spain
Antonio,1981,3,Boy,Spain
Leonardo,1981,0,Boy,Spain
Julian,1981,7,Boy,Spain
Marcos,1981,0,Boy,Spain
Miguel,1981,0,Boy,Spain
Pedro,1981,0,Boy,Spain
Damian,1981,133,Boy,Spain
Carlos,1981,4,Boy,Spain
Elias,1981,0,Boy,Spain
Luis,1981,0,Boy,Spain
Rafael,1981,0,Boy,Spain
Salvador,1981,0,Boy,Spain
Axel,1981,0,Boy,Spain
Bruno,1981,0,Boy,Spain
Juan,1981,0,Boy,Spain
Lorenzo,1981,0,Boy,Spain
Alejandro,1981,0,Boy,Spain
Dante,1981,0,Boy,Spain
Felipe,1981,0,Boy,Spain
Eduardo,1981,0,Boy,Spain
Enzo,1981,0,Boy,Spain
Manuel,1981,0,Boy,Spain
Mateo,1981,0,Boy,Spain
Rodrigo,1981,0,Boy,Spain
Andrea,1981,0,Boy,Spain
Angel,1981,0,Boy,Spain
Bastian,1981,0,Boy,Spain
Javier,1981,0,Boy,Spain
Joaquin,1981,0,Boy,Spain
Jules,1981,0,Boy,Spain
Matias,1981,0,Boy,Spain
Noa,1981,0,Boy,Spain
Pablo,1981,0,Boy,Spain
Santiago,1981,0,Boy,Spain
Valentin,1981,0,Boy,Spain
Valentine,1981,5,Boy,Spain
Emilio,1981,0,Boy,Spain
Francisco,1981,0,Boy,Spain
Thiago,1981,0,Boy,Spain
Valentino,1981,0,Boy,Spain
Alvaro,1981,0,Boy,Spain
Gael,1981,0,Boy,Spain
Jorge,1981,0,Boy,Spain
Maximo,1981,0,Boy,Spain
Santino,1981,0,Boy,Spain
Daniel,1982,395,Boy,Spain
Dylan,1982,13,Boy,Spain
Aaron,1982,71,Boy,Spain
Matthew,1982,133,Boy,Spain
David,1982,1683,Boy,Spain
Alex,1982,6,Boy,Spain
Liam,1982,192,Boy,Spain
Samuel,1982,22,Boy,Spain
Ethan,1982,0,Boy,Spain
Noah,1982,0,Boy,Spain
Alexander,1982,32,Boy,Spain
Benjamin,1982,13,Boy,Spain
Christopher,1982,376,Boy,Spain
Alan,1982,733,Boy,Spain
Martin,1982,524,Boy,Spain
Leon,1982,40,Boy,Spain
Oliver,1982,50,Boy,Spain
Leo,1982,22,Boy,Spain
Lucas,1982,0,Boy,Spain
Jacob,1982,0,Boy,Spain
Tomas,1982,48,Boy,Spain
Isaac,1982,0,Boy,Spain
Luca,1982,0,Boy,Spain
Sebastian,1982,3,Boy,Spain
Simon,1982,141,Boy,Spain
Caleb,1982,0,Boy,Spain
Adrian,1982,174,Boy,Spain
Ian,1982,289,Boy,Spain
Gabriel,1982,8,Boy,Spain
Hugo,1982,3,Boy,Spain
Emmanuel,1982,0,Boy,Spain
Nicolas,1982,6,Boy,Spain
Marco,1982,4,Boy,Spain
Milo,1982,0,Boy,Spain
Diego,1982,0,Boy,Spain
Mario,1982,0,Boy,Spain
Antonio,1982,6,Boy,Spain
Leonardo,1982,0,Boy,Spain
Julian,1982,11,Boy,Spain
Marcos,1982,0,Boy,Spain
Miguel,1982,0,Boy,Spain
Pedro,1982,0,Boy,Spain
Damian,1982,100,Boy,Spain
Carlos,1982,0,Boy,Spain
Elias,1982,0,Boy,Spain
Luis,1982,0,Boy,Spain
Rafael,1982,0,Boy,Spain
Salvador,1982,0,Boy,Spain
Axel,1982,0,Boy,Spain
Bruno,1982,0,Boy,Spain
Juan,1982,0,Boy,Spain
Lorenzo,1982,0,Boy,Spain
Alejandro,1982,0,Boy,Spain
Dante,1982,0,Boy,Spain
Felipe,1982,0,Boy,Spain
Eduardo,1982,0,Boy,Spain
Enzo,1982,0,Boy,Spain
Manuel,1982,0,Boy,Spain
Mateo,1982,0,Boy,Spain
Rodrigo,1982,0,Boy,Spain
Andrea,1982,0,Boy,Spain
Angel,1982,0,Boy,Spain
Bastian,1982,0,Boy,Spain
Javier,1982,0,Boy,Spain
Joaquin,1982,0,Boy,Spain
Jules,1982,0,Boy,Spain
Matias,1982,0,Boy,Spain
Noa,1982,0,Boy,Spain
Pablo,1982,0,Boy,Spain
Santiago,1982,0,Boy,Spain
Valentin,1982,0,Boy,Spain
Valentine,1982,6,Boy,Spain
Emilio,1982,0,Boy,Spain
Francisco,1982,0,Boy,Spain
Thiago,1982,0,Boy,Spain
Valentino,1982,0,Boy,Spain
Alvaro,1982,0,Boy,Spain
Gael,1982,0,Boy,Spain
Jorge,1982,0,Boy,Spain
Maximo,1982,0,Boy,Spain
Santino,1982,0,Boy,Spain
Daniel,1983,455,Boy,Spain
Dylan,1983,17,Boy,Spain
Aaron,1983,63,Boy,Spain
Matthew,1983,157,Boy,Spain
David,1983,1631,Boy,Spain
Alex,1983,10,Boy,Spain
Liam,1983,187,Boy,Spain
Samuel,1983,16,Boy,Spain
Ethan,1983,0,Boy,Spain
Noah,1983,0,Boy,Spain
Alexander,1983,21,Boy,Spain
Benjamin,1983,17,Boy,Spain
Christopher,1983,430,Boy,Spain
Alan,1983,687,Boy,Spain
Martin,1983,448,Boy,Spain
Leon,1983,16,Boy,Spain
Oliver,1983,49,Boy,Spain
Leo,1983,19,Boy,Spain
Lucas,1983,0,Boy,Spain
Jacob,1983,0,Boy,Spain
Tomas,1983,50,Boy,Spain
Isaac,1983,0,Boy,Spain
Luca,1983,0,Boy,Spain
Sebastian,1983,0,Boy,Spain
Simon,1983,152,Boy,Spain
Caleb,1983,4,Boy,Spain
Adrian,1983,154,Boy,Spain
Ian,1983,267,Boy,Spain
Gabriel,1983,7,Boy,Spain
Hugo,1983,3,Boy,Spain
